v01,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40
0.588536824057658,0.266063026616628,0.0996094636577082,0.10652770074668,0.569968855086962,0.343636832091585,0.0907156747515383,0.109331420316936,0.516399917777423,0.997077482316492,0.107808678034217,0.0973449981974109,0.41191487490411,0.734990394368266,0.0471877630800009,0.125366571355292,0.527332795444937,0.957932500739311,0.0176927778869867,0.0866463045623106,0.519594540205207,0.0994274954440304,0.0389292203355581,0.0955307078239386,0.530334343396946,0.238342453756035,0.164117190419676,0.104845316313784,0.490554711536791,0.544730294556403,0.100888826321335,0.0773849261725502,0.439513342364065,0.806545687069913,0.0495567938312888,0.0545054717323526,0.467390604324008,0.153784975257824,0.247425038178794,0.128370445051979
0.523795021331495,0.0681036019657759,0.104945867038788,0.0921105537689027,0.520027719074208,0.0710308917466577,0.053717089490965,0.0698210636590114,0.551380857292659,0.939712410493019,0.00716887693852186,0.094353979505,0.439741105127721,0.893088433640756,0.0173246970424565,0.0887753701388762,0.472599485307909,0.1480536428994,0.241157197008345,0.0544127702709608,0.54182780907029,0.0305638159168391,0.0916506447787297,0.0993373747038576,0.533629311528229,0.0696001981793782,0.00241173515096307,0.0581507336055763,0.50425360330326,0.113171874317211,0.0577961354516447,0.0782848504828132,0.501075791525667,0.996274589447532,0.0399359773378819,0.0859914099526483,0.460594961719358,0.0526667380496534,0.157859729721369,0.116840657237544
0.464348084609632,0.548769270487761,0.0591578114312142,0.10740879807425,0.564152795676275,0.464908390070618,0.0128824075418293,0.0900643677729075,0.482337015271795,0.174346208749155,0.115782429646225,0.0901593868577265,0.57747731666267,0.864215995905235,0.152591980985346,0.0945567551704251,0.549555249976238,0.000497265294370867,0.107096382971377,0.0782636244365527,0.561306596308707,0.289552622688202,0.0290211463719705,0.0902651644822811,0.488350881994072,0.173385144482611,0.1164199992041,0.097060801053553,0.513557917486148,0.00531203782679847,0.0384504263289273,0.100635958907261,0.524041461412826,0.863090675821613,0.060914354538545,0.0778875893008439,0.538266122514946,0.422112013668018,0.0166635714875111,0.0856426902679831
0.558170998969413,0.718258226444933,0.0133666711393744,0.0658277047000425,0.39480350363052,1.86939063048015e-05,0.0431165417190641,0.0837856850997134,0.4730564697242,0.0239720705154345,0.0951806153128755,0.0988922032924419,0.583492246076271,0.990918785580592,0.0926276643718493,0.0749880523865101,0.459575669407804,0.323824898593177,0.0431685521153669,0.0943003678271916,0.539084357748543,0.000722727579726875,0.0505106974858791,0.0564831813818308,0.478032741001043,0.0716012160234105,0.0951424431945098,0.107159242949313,0.479293874249317,0.438994226399586,0.0474339541979134,0.131570881957142,0.51008281708896,7.96476130483423e-05,0.267720112005684,0.117841603655248,0.516995027772005,0.389506563828223,0.00626543355174363,0.0550304788362767
0.530324345726256,0.332361598738022,0.0524294488132,0.0811340886834495,0.529609951198518,0.268147174794379,0.00995193771435355,0.114642484394328,0.450672760981904,0.0268992839825365,0.190995828240159,0.0924237217777989,0.457640678991969,0.573460498189161,0.0473988078068942,0.0872579636998295,0.549869715735227,0.206277775951047,0.0442365270107985,0.0962055854604853,0.471224483189166,0.22900595267491,0.0758585552642954,0.0945605337116986,0.456108595256245,0.723953712253898,0.0518563441000879,0.128217634626893,0.524752890362132,0.0830931406419623,0.344526685012465,0.104176077088456,0.533658835048343,0.200879151594541,0.0176077236421406,0.120421658881703,0.455028009513597,0.00377784156830978,0.0315651586728651,0.0937489593260975
0.479850113993618,0.552013353782957,0.027111406157403,0.108166487672488,0.480084929154263,0.00644978978998621,0.148299444085898,0.0926122895947032,0.476753197880308,0.780144373162352,0.163648497422439,0.110011552020616,0.557743428649652,0.508570998280187,0.111541079605858,0.10638241143534,0.583330557686223,0.0161626213385319,0.0528378684539348,0.0910024718116357,0.521554771031141,0.154069937003482,0.0921960726338339,0.0649425171846247,0.374818247835224,0.919202017255709,0.215335547887237,0.140791142828654,0.491453702337938,0.0806208771833656,0.0569369736593217,0.0797937030555966,0.436429911549208,0.0631159500784376,0.0781065306158561,0.108266191011973,0.470489051086915,0.0478167569587269,0.0180073636118323,0.125542942363324
0.575606479295492,0.793690172241555,0.0236284041221976,0.086841813056975,0.534683076089731,0.173799475474287,0.0394639917183667,0.103134662326835,0.46003917525741,0.582833138726584,0.0187370676066941,0.0784926004346363,0.453752013723297,0.999995577467719,0.00814484629405233,0.0818647106427673,0.572547639878533,0.517648913039341,0.0330990288872272,0.109725239977377,0.54789591080201,0.251856197480972,0.00762143709263465,0.106626679241693,0.593470823113685,0.197824517984198,0.0416567261804423,0.102127333888947,0.52397009195181,0.0368054312090628,0.105727466098489,0.0656983887752666,0.424752355323515,0.106960838052609,0.0491146656684577,0.0864293381756408,0.477058894678596,0.174724810495653,0.160821151025174,0.112596778338002
0.490788590601833,0.369066834309048,0.0516572857741266,0.129606156119524,0.444930995409721,0.245153537089787,0.0260214965884458,0.158219511830932,0.53066853204337,0.000236877864286283,0.0112242125804006,0.104133093235702,0.441720185184555,0.0548364072521701,0.103532963452212,0.0893299981383861,0.485099201519899,0.829118667675992,0.0246700596995652,0.0736279253882183,0.494166263777613,0.000394400182475436,0.0190917409218189,0.0925001593333233,0.595334817149529,0.946589788620264,0.0800647657322598,0.0875760270693219,0.60305698479261,0.305942758522216,0.398914886058724,0.0705497709854264,0.554859797167658,0.157471408771361,0.0109154383186251,0.10421195361222,0.44334000692145,0.911732078083899,0.05530786649324,0.118955948308887
0.412963324431192,0.531343682938741,0.0250870302785188,0.0978104193746796,0.508283135013874,0.154974124764752,0.119634414366902,0.0755418944968295,0.496070809837441,0.0854945228021447,0.109790965817393,0.0778339476888063,0.392834175736353,0.0375896182404373,0.121895398754151,0.0955105949524083,0.45537456768665,0.0933708478473552,0.0868841724443208,0.0330768561012483,0.581697359012869,0.994869117796479,0.00586992191022136,0.0984508779405502,0.517899389202464,0.0546720795047696,0.00260196738314894,0.0806583857412011,0.508890573883095,0.979060677750719,0.0266474572476,0.0582169015093122,0.528732924665716,0.546608767700153,0.0338143640663475,0.0802136756076832,0.461284596269025,0.56615126799505,0.00327893749953521,0.10668795499501
0.432717636720376,0.131098384957161,0.244006571719859,0.0749165124755522,0.53154305421998,0.723236250479464,0.0203871125355363,0.0869210198952057,0.482186802340933,0.288847757819322,0.195874567694011,0.112427581929174,0.470072132621786,0.853805046561852,0.0379324214998633,0.114504088311998,0.535764454522569,0.0979952892452685,0.0453146822284907,0.0839597491844836,0.420212525528877,0.844425893054307,0.0233050716430346,0.131630493252317,0.600797296985958,0.377325859957791,0.116456463742526,0.0889475648745166,0.493066224398539,0.995584368374036,0.220276303017948,0.067822597898234,0.592638264785645,0.99910099896161,0.0273159924375628,0.108799977741245,0.407968996359277,0.222251484826779,0.126893085237117,0.0993054953103116
0.469739176649734,0.179383166026446,0.256686824361298,0.11128151629065,0.542364524035874,0.557205109178217,0.42021221985567,0.0872461466287699,0.482714628000753,0.927364827446109,0.0873288137796235,0.105142867418347,0.475928544965256,0.763610321321229,0.0777975520077062,0.0821122913140509,0.470198595535235,0.245223093664235,0.12275019287643,0.0677675831291906,0.510067227920294,0.551215225369967,0.134350816063107,0.0740535538870888,0.523216832714776,0.094932245947626,0.292734783126001,0.0869508319899345,0.521044108280089,0.840530867292138,0.0117088965140283,0.108244212414717,0.4269476709917,0.953684137437966,0.0694516763315145,0.119917033911134,0.522592928764953,0.996694316313759,0.0263780872810826,0.0615350683805789
0.462981812554342,0.456734989983432,0.257705303455207,0.0632182806037579,0.494851385191854,0.388846180104293,0.0480610625035217,0.107950176974341,0.499893628287011,0.674231440189449,0.0245060668740033,0.0969256178942644,0.554722929696648,0.678320345371627,0.0979261156129551,0.0529953957674966,0.474758343612896,0.939776098153076,0.0325667302124202,0.0583097018479327,0.54782477715116,0.981555368421519,0.0134337366558611,0.0506464853563906,0.465484847052362,0.466101870908878,0.0212256551720202,0.106445332827681,0.500049952790712,0.182608713543784,0.133708938672663,0.0547455242248174,0.553351795914589,0.958079323392517,0.0939503455661641,0.0686688156510074,0.428117968586795,0.000227018932848705,0.103346694442899,0.0550530617250934
0.47317416318316,0.046151971571618,0.156433838970008,0.0960612151301471,0.502625039313663,0.876468551551799,0.254835361788485,0.0932295035423031,0.426666476312409,0.322913412279058,0.0957011051433993,0.106510272236929,0.578787763274986,0.632325554982805,0.100721616869627,0.0642118287736075,0.436770496198282,0.726150899970915,0.362497846710863,0.0893560872527866,0.51557448151546,0.888632345578224,0.0194238926749676,0.0923817824392607,0.375583553506066,0.000613636280552421,0.0258012128528208,0.0814388359200426,0.496253188660525,0.386549092170621,0.000270248459239261,0.0655434765182273,0.552757653865843,0.734716312269287,0.0648390804883093,0.095775600086359,0.490724164807667,0.0410345317297888,0.034354654327035,0.132309561237295
